PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
A5NRd,8/4R2p/1p4pk/p7/2p2PP1/P6P/1r6/5K2 b - - 0 41,b2h2 g4g5 h6h5 e7h7,909,108,95,1275,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/74tFRg6t/black#82,,
A5sTU,3Q1b1k/1p5p/6p1/1Pq5/P4p2/7P/5KP1/3R4 w - - 1 37,f2f3 c5e3 f3g4 e3g3,1508,81,93,1081,endgame mate mateIn2 short,https://lichess.org/47x2RNkh#73,,
A6boz,rr5k/p5bp/3BQ1p1/3p4/6P1/N1q4P/P1P5/2KRR3 w - - 4 29,d6b8 g7h6 g4g5 h6g5 b8f4 g5f4,1816,76,93,492,crushing long middlegame,https://lichess.org/gJPNDbhu#57,,
A6rMt,2k2r2/5q2/4p3/p2p2P1/1p2n3/8/PPPB3Q/2K4R w - - 2 37,d2e3 f7f1 h1f1 f8f1,1008,77,79,158,endgame mate mateIn2 sacrifice short,https://lichess.org/kMBliFNv#73,,
A6vTb,Q7/P5k1/1q6/4Pp2/1Pb5/6P1/5KB1/8 w - - 1 39,f2e1 b6e3 e1d1 c4b3,1989,75,95,17885,balestraMate endgame mate mateIn2 short,https://lichess.org/QwwgT2GL#77,,
A74Rx,r3k2r/1pq2p2/p2p4/5nB1/4P1Q1/3B4/PPP3P1/R5K1 w kq - 0 25,e4f5 c7c5 g1f1 h8h1 f1e2 h1a1,1650,78,93,1080,advantage long middlegame skewer,https://lichess.org/jZYAjFBI#49,,
A8Htb,r5rk/pp3p1p/2pP1p2/3p3q/3P1n1N/4QKP1/PP1N1P2/R3R3 w - - 4 23,f3f4 h5g4,1908,81,90,7128,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/tsmN6BkF#45,,
A9fRs,8/p5p1/8/kPK4p/8/6PP/8/8 b - - 0 52,g7g6 h3h4 a5a4 b5b6 a7b6 c5b6,2060,81,92,732,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/Gu2nrarK/black#104,,
A9iBV,3r4/1p4kp/p2Nn1p1/8/PP4N1/2r4P/2P5/3R1BK1 w - - 2 34,d6f5 g6f5 d1d8 e6d8,1316,81,93,1681,advantage hangingPiece master middlegame short,https://lichess.org/qQHfEMhK#67,,
A9mEh,1r1q2k1/3b1ppp/1b1p1B2/p2N4/P1pNr3/7P/2Q2PP1/1R4K1 b - - 0 24,b6d4 f6d8 b8b1 c2b1,1712,75,88,140,advantage master middlegame short,https://lichess.org/YVaBW4pN/black#48,,
AAXeC,r1bqkb1r/pp3ppp/2p2n2/4p3/4N3/3P2P1/PPP2PBP/R1BQK2R b KQkq - 2 9,c8g4 e4f6 d8f6 d1g4,1183,79,88,547,advantage opening short,https://lichess.org/rYcd1GsX/black#18,Caro-Kann_Defense Caro-Kann_Defense_Endgame_Offer,
AAZoQ,2kr1b1r/p1p2ppp/2p1p3/6B1/2P1Q3/5N2/Pq2BPPP/n4K1R w - - 0 17,g5d8 b2c1 f3e1 f8b4 g2g3 h8d8 f1g2 b4e1,2276,80,76,488,advantage discoveredAttack middlegame veryLong,https://lichess.org/mM5unnAS#33,Scandinavian_Defense Scandinavian_Defense_Kiel_Variation,
AAlFo,4rrk1/pp1q1pp1/2pbbn1p/3p4/3P1B2/1B3Q1P/PPP1NPP1/3RR1K1 b - - 1 16,e6f5 f4d6 d7d6 f3f5,1424,76,94,12338,crushing discoveredAttack middlegame short,https://lichess.org/nZzuE0DP/black#32,Russian_Game Russian_Game_Damiano_Variation,
AAup4,8/4p3/1Q2p3/1p4p1/2pk4/6P1/1P3KPP/1r1q4 b - - 6 39,d4d3 b6e3 d3c2 e3c3,1272,76,96,2456,endgame mate mateIn2 short,https://lichess.org/BrpT8E8A/black#78,,
ABXHw,5rk1/r4ppp/3p4/q6R/1b1NP3/3Q4/1PP2PPP/1K3B1R w - - 3 24,d4b3 a5a2 b1c1 a2a1 b3a1 a7a1,1357,75,77,209,long mate mateIn3 middlegame pillsburysMate queensideAttack sacrifice,https://lichess.org/p1TA6ttN#47,,
AC9dp,3r3r/ppk2pp1/2np1n2/4p3/2P1P1qN/BP1Q2P1/P4PKP/3R1R2 w - - 1 19,d3f3 h8h4 f3g4 h4g4,1570,76,87,246,advantage middlegame pin short,https://lichess.org/zmmIna1N#37,,
ACBJU,2rrq1k1/1n2bppp/p4n2/1bp2N2/p1N2B2/2QP3P/1PP2PP1/R3R1K1 b - - 0 23,f6d5 c3g7,954,77,100,184,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/YVBsiW8Y/black#46,,
ACELx,2r5/1k3ppp/1p1p4/1R1P1P2/4r3/7P/6P1/1R5K b - - 2 33,e4e5 b5b6 b7c7 b6b7 c7d8 b7f7,2346,83,85,234,crushing endgame long rookEndgame skewer,https://lichess.org/L4lsRBZA/black#66,,
ADJ36,q3n1k1/6p1/2r2p1p/3pN3/3P4/4PP2/2Q2KPP/r1R5 w - - 0 29,e5c6 a1a2 c6b4 a2c2,1434,76,88,2847,advantage endgame pin short,https://lichess.org/I1gb6lpi#57,,
ADbr9,3r1rk1/pp3ppp/5b2/2n5/2PRP3/4PB2/P4KPP/B3R3 w - - 2 24,d4d5 d8d5 e4d5 c5d3 f2e2 d3e1,1692,75,85,102,crushing fork long middlegame,https://lichess.org/jA06SzdY#47,,
ADwBl,r4rk1/2qbppbp/3p1np1/2pP4/4P3/1QN2N1P/2PB1PP1/R4RK1 b - - 0 20,f6e4 a1a8 f8a8 c3e4,1651,76,94,1268,advantage intermezzo middlegame short,https://lichess.org/ynn0jLEt/black#40,,
AEYDw,3rkb1r/2p2ppp/8/p1pQP3/bP2n2q/2P1BP2/P3K1PP/RN4NR w k - 3 14,d5e4 a4b5 c3c4 b5c4 e4c4 h4c4,2078,78,84,109,crushing long middlegame xRayAttack,https://lichess.org/gQdxwgPR#27,Danish_Gambit_Declined Danish_Gambit_Declined_Sorensen_Defense,
AEnzM,8/8/2r4p/1k3pp1/4p3/1K2P1PP/1R3P2/8 b - - 17 57,c6b6 b3c3 b5c6 b2b6 c6b6 c3d4,1246,75,76,529,crushing discoveredAttack discoveredCheck endgame long rookEndgame,https://lichess.org/5sbLUNdt/black#114,,
AFlzj,r4rk1/4q1pp/p2p4/1p2p3/4Rn2/P4PN1/1PPQ1P1P/R5K1 b - - 0 22,f8f6 e4f4 e5f4 d2d5 g8h8 d5a8,1829,77,92,252,advantage fork long middlegame sacrifice,https://lichess.org/oijM3OFX/black#44,,
AFsCN,8/4p3/3p2k1/2pP1p1p/5P2/1K2N1PP/5B2/r7 w - - 7 43,b3c2 a1a2 c2d1 a2f2,795,84,93,119,crushing endgame master short skewer,https://lichess.org/w5bam2ho#85,,
AG5wa,rn1q3r/ppp1k1Qp/4B3/3pP3/3Pn3/6bb/PPP4N/RNB2RK1 b - - 2 13,e7e6 g7f7,1829,77,94,4019,mate mateIn1 oneMove opening,https://lichess.org/SQdOnidr/black#26,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense,
AGvax,r2q1rk1/1bpn2pB/p2pp2R/1p6/3P2N1/2P5/PPQN1b2/2K5 b - - 1 20,g8f7 c2g6 f7e7 g6e6,1900,76,94,12568,mate mateIn2 middlegame short,https://lichess.org/V8H5SqrY/black#40,,
AHKpd,r2r2k1/p4p1p/1p2p1p1/3b4/1P3P2/4BB2/PPq2RPP/3R2K1 b - - 2 26,c2b2 f2b2 d5f3 d1d8 a8d8 g2f3,1540,77,92,6627,crushing hangingPiece long middlegame,https://lichess.org/pVpDWEYE/black#52,,
AHPfx,7k/1p6/p1pp1qB1/7p/2Pb3P/3Qn1P1/PP2R1K1/8 w - - 1 41,g2h3 f6f1 e2g2 f1g2,1906,80,91,571,endgame mate mateIn2 short,https://lichess.org/vEPWNgO6#81,,
AHd8A,7r/1p4p1/p2R1pk1/4n3/4Pn1p/5P2/PPB3PP/1K5R w - - 0 26,g2g3 h4g3 h1g1 g3g2 g1g2 f4g2,1856,74,85,169,advancedPawn advantage endgame long,https://lichess.org/6bRioV7T#51,,
AHsWP,r2qb2k/pp2b1p1/2p1Qr1p/4N2n/1P1P4/P5P1/2BB1P2/R3R1K1 w - - 1 24,e6e7 d8e7 e5g6 e8g6 e1e7 g6c2,1795,77,95,7227,advantage hangingPiece long middlegame,https://lichess.org/bVMcOevg#47,,
AI7vW,8/4P2p/R5p1/3r2k1/1K6/8/8/8 b - - 0 49,d5e5 a6a5 e5a5 b4a5,1286,76,86,318,crushing endgame pin rookEndgame short,https://lichess.org/QbiDVdDV/black#98,,
AI9Sl,8/1K6/2Pk4/1P6/4b3/8/8/8 b - - 0 65,e4f5 c6c7 d6c5 b5b6,1289,75,94,415,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/kvqdcD87/black#130,,
AIWzO,r1bb2k1/ppp1q2p/4p1p1/5B2/4N1P1/1Q6/PP3P1P/1K1R4 w - - 2 21,d1d8 e7d8 f5e6 c8e6,805,78,100,181,advantage hangingPiece middlegame short,https://lichess.org/PllojvU3#41,,
AIlgO,2kr3r/ppq2ppp/2b1p3/2p1P1PP/1nPp1P2/3P1NQ1/PP6/RNBK1B2 w - - 1 19,a2a3 c6a4 d1e2 b4c2,1653,76,89,521,advantage middlegame short,https://lichess.org/vxmMjJMw#37,French_Defense French_Defense_Kings_Indian_Attack,
AKUtO,2k1r2r/1bq2pp1/p1pb3p/2p1p3/2PpRB2/1P1P1QN1/P4PPP/4R1K1 b - - 1 20,e5f4 e4e8 h8e8 e1e8,921,84,90,1394,crushing middlegame queensideAttack short,https://lichess.org/fgixSKfh/black#40,,
ALS4r,rn2k2r/pp3ppp/4p3/3pN3/3P4/P1q5/2P1QPPP/R4RK1 b kq - 0 14,c3d4 e2b5 b8c6 b5b7 e8g8 e5c6,2289,91,87,222,advantage capturingDefender fork long middlegame,https://lichess.org/vVjrvYpY/black#28,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,
ALb4m,2k4r/bp3pp1/p1q1p2r/2P1P3/1P1p1PP1/P2B2Pp/1Q5K/3R1R2 w - - 5 28,f1f2 c6g2 f2g2 h3g2 h2g1 h6h1 g1g2 h1h2 g2f3 h2b2,2026,73,94,9554,advancedPawn crushing discoveredAttack discoveredCheck middlegame sacrifice skewer veryLong,https://lichess.org/Tc9lCMsb#55,,
ANMsx,r2q1rk1/3n1ppp/p1pp4/1p2p2b/4P3/1BNP1P1P/PPPQ1P1K/R5R1 b - - 1 17,h5f3 d2h6 d8f6 g1g7 f6g7 a1g1,2343,78,85,522,advantage long middlegame pin sacrifice,https://lichess.org/UATmRhrN/black#34,Ruy_Lopez Ruy_Lopez_Berlin_Defense,
ANOYt,5k2/1q3p2/3p3Q/2pb3p/7b/1P3P2/6PP/4R2K b - - 2 44,f8g8 e1e8,698,107,97,345,endgame mate mateIn1 oneMove,https://lichess.org/7kvEpsc9/black#88,,
ANQZq,8/8/8/p7/8/1k1KP3/8/8 w - - 2 59,e3e4 a5a4 e4e5 a4a3 e5e6 a3a2 e6e7 a2a1q e7e8q a1d1 d3e3 d1e1 e3f4 e1e8,1608,76,97,5666,advancedPawn crushing endgame pawnEndgame promotion quietMove skewer veryLong,https://lichess.org/ecr4PiMe#117,,
ANY2i,r4rk1/pp1b1pbp/4p1p1/3p4/3P1n1q/2P2B2/PPQN1PPB/R3K2R b KQ - 2 14,b7b5 g2g3 h4f6 g3f4,1328,77,85,166,advantage fork middlegame short,https://lichess.org/L7u5ERtv/black#28,Indian_Defense Indian_Defense_Other_variations,
AOCme,8/p7/7B/1p6/5PP1/2b4P/k3K3/8 w - - 1 41,e2d3 b5b4 g4g5 b4b3 d3c3 b3b2 g5g6 b2b1q,1255,76,98,1351,advancedPawn advantage bishopEndgame endgame promotion quietMove sacrifice veryLong,https://lichess.org/h3gZKQ7i#81,,
AOhNn,1rb2rk1/1p3Npp/p7/2n1p3/P1B1P3/2P5/1P3PPP/2KR3R b - - 0 19,f8f7 d1d8,913,92,95,1128,master mate mateIn1 middlegame oneMove pin,https://lichess.org/RVmuEUPs/black#38,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation,
AOmbS,r1bq4/pp2n1p1/2n1Nrk1/3p4/3P2Q1/B7/2P2PPP/R3K2R b KQ - 0 14,g6h7 g4g7,1536,81,83,388,mate mateIn1 middlegame oneMove,https://lichess.org/y4yVKKfD/black#28,French_Defense French_Defense_Wing_Gambit,
AOxt9,8/2p4p/3k1pp1/pPp2P2/2P1K1P1/P3P3/8/8 w - - 0 37,a3a4 g6g5 e4d3 d6e5 d3d2 e5e4 d2e2 h7h6 e2d2 e4f3,1893,75,94,3086,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/KTSB6f2W#73,,
AP4BB,4rr2/1pp2kpp/1n1bRp2/p2p1Q2/q2P3B/2P5/3N1PPP/4R1K1 b - - 1 22,a4d7 f5h5 f7g8 e6e8,2126,79,91,1321,advantage deflection middlegame short,https://lichess.org/jGZujtq7/black#44,,
APbWT,r1b1k1nr/ppp2ppp/3p2q1/b3N1B1/2B1P3/2P5/P4PPP/RN1Q1RK1 b kq - 0 10,d6e5 d1d8,1173,77,92,2760,mate mateIn1 middlegame oneMove,https://lichess.org/pSL1AgpC/black#20,Italian_Game Italian_Game_Evans_Gambit,
APmNk,r1bq1rk1/p1pnbpp1/1p2p3/3pP2Q/5B1P/2P1PN2/PP3PP1/R3K2R b KQ - 2 13,g7g6 h5h6 f8e8 f3g5,1787,74,85,632,crushing middlegame short,https://lichess.org/ms1h0C5o/black#26,Indian_Defense Indian_Defense_Other_variations,
APmmy,3rk2r/1pR2pp1/p4b2/5P1p/3Pp3/1P6/P3B1PP/3R3K b k - 3 26,d8d4 d1d4 f6d4 c7c8,1749,76,93,2004,crushing endgame short,https://lichess.org/nWziZypK/black#52,,
APoyV,2r1r1k1/p4p1p/6p1/1p1R4/2q5/2N2PQ1/PPP3PP/1K1R4 w - - 2 22,c3b5 c4c2 b1a1 c2c1 d1c1 c8c1,1065,92,94,5603,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/s1TcyReu#43,,
AREfJ,3k4/2p2Q2/Kr1p4/p2P3p/2R2b2/1P1q4/P4PR1/8 w - - 19 48,a6a5 d3d2 b3b4 d2a2,2250,78,92,3316,endgame mate mateIn2 short,https://lichess.org/7YoZckv5#95,,
ARXpI,r6k/1pp3r1/p1np4/4p1q1/4Pp2/P1NP1P1b/1PPQ1RPN/R6K b - - 4 22,h3g2 f2g2 g5g2 d2g2 g7g2 h1g2,780,115,94,775,advantage long middlegame,https://lichess.org/3zUrRRO5/black#44,,
ARi6N,5r1k/ppp1Nppp/7q/8/6nP/P4RP1/1PP5/5Q1K w - - 3 30,f3f7 f8f7 f1f7 h6c1 h1g2 g4e3 g2f3 c1f1 f3e3 f1f7,2256,77,95,1295,crushing endgame exposedKing skewer veryLong,https://lichess.org/T15e8qMU#59,,
ARxMy,5r2/1p1k4/p1n3Bp/8/5p1K/2P1R1P1/PP3P1P/8 w - - 0 37,e3f3 c6e5 g6e4 e5f3,1035,85,94,430,advantage endgame fork short,https://lichess.org/Pq73ucXe#73,,
AS9Y4,r1bqr1k1/ppp3p1/1bn2p1p/4nP2/1P1NN3/2P1B1R1/P1B1Q1PP/R5K1 w - - 0 18,e3h6 c6d4 c3d4 d8d4 g1h1 d4a1,2332,86,90,388,advantage fork long middlegame,https://lichess.org/i3kjM6oj#35,Scotch_Game Scotch_Game_Classical_Variation,
ASASv,8/8/8/1K1Q4/1nN5/8/k6q/8 b - - 14 87,h2c2 d5a8 a2b1 c4a3 b1c1 a3c2,2236,80,90,307,crushing endgame fork long,https://lichess.org/YslZga88/black#174,,
AShlS,7k/2p2rpp/2p5/8/rB6/P2B4/1qP2PP1/4R1K1 b - - 1 29,b2f6 e1e8 f7f8 e8f8 f6f8 b4f8,1182,81,91,294,advantage endgame fork long,https://lichess.org/bO3MfA2S/black#58,,
ASntg,1r3r2/p3p1kp/6p1/2q5/2n1Q3/2P1P2P/P4PP1/R2R2K1 b - - 4 22,c4d6 e4e7 f8f7 e7d6 c5d6 d1d6,1358,77,87,1825,advantage long middlegame,https://lichess.org/9l7g6YhN/black#44,,
AT4XG,1k1r4/pp6/8/2P1RB1p/n1r5/P1PR4/8/K7 b - - 2 30,d8d3 e5e8 d3d8 e8d8 b8c7 d8c8,1456,80,95,16287,endgame long master mate mateIn3 operaMate,https://lichess.org/x8T4G4td/black#60,,
ATJgQ,1k4r1/2p5/1p1p3p/1P1Pp1p1/4Pr2/R1KP4/1P6/6R1 b - - 1 32,g5g4 g1a1 b8b7 a3a7 b7c8 a7a8 c8d7 a8g8,1320,76,95,20600,crushing endgame quietMove rookEndgame skewer veryLong,https://lichess.org/n02lF7Jk/black#64,,
ATSds,R7/4k1r1/1R6/3pPp2/5P2/1Pn5/P3r3/5K2 b - - 2 45,e2a2 b6b7 e7e6 a8e8 g7e7 b7e7,1833,76,97,2149,endgame exposedKing long mate mateIn3,https://lichess.org/HdlQ1KcO/black#90,,
ATUO9,2r3k1/p5pp/1pq1P3/3p1Q2/5P1P/8/5BP1/6K1 b - - 0 32,c8e8 f5f7 g8h8 f2d4,2237,80,90,683,crushing endgame master short,https://lichess.org/8yucDxZZ/black#64,,
ATxBr,6rk/6p1/1Rq4p/P2p4/2p5/2B4P/1P4P1/7K b - - 4 40,c6c5 b6h6,1207,76,99,983,endgame mate mateIn1 oneMove pin,https://lichess.org/XkLMYBxm/black#80,,
AULpg,rnbqk1nr/ppp2pBp/3p4/8/1P3p1b/5N2/P1PPP1PP/RN1QKB1R w KQkq - 1 6,f3h4 d8h4 g2g3 f4g3,921,77,100,434,advantage opening short,https://lichess.org/D6KR32A5#11,Polish_Opening Polish_Opening_Czech_Defense,
AUOPB,k5r1/p3R2p/1p5p/2p5/5P2/P5P1/2P3P1/1K6 b - - 2 32,g8g3 f4f5 g3g2 f5f6 g2f2 f6f7,1513,76,93,806,advancedPawn crushing endgame long quietMove rookEndgame,https://lichess.org/oX3pHLdf/black#64,,
AUqqO,8/p5b1/3n3p/3n1k2/1p1Pp2P/1P6/P1RB1KB1/8 w - - 0 42,c2c5 g7d4 f2e1 d4c5,1064,79,98,3531,crushing endgame fork short,https://lichess.org/AQpu6SpJ#83,,
AVgvI,r2k3r/p4pp1/1R1p3p/B2PbN2/Q6K/5n2/P3b2P/7R w - - 5 30,h4g4 f3g1 g4h4 g7g5,2219,86,90,287,discoveredAttack discoveredCheck mate mateIn2 middlegame short,https://lichess.org/dHYw1iMj#59,,
AVlFa,r1b1k2r/pp2nB1p/1qp2R2/8/5p2/2n2N1P/P1P1Q1P1/2K4R b - - 3 20,e8d8 f6d6 d8c7 e2e7,1826,76,97,1292,advantage deflection middlegame short,https://lichess.org/lAKdehpi/black#40,,
AVlRg,4r1k1/1b2rp1p/p5p1/1p1p4/1P6/P1P1qBP1/1B2R1KP/2RQ4 b - - 6 27,e3f3 g2f3 e7e2 d1e2 e8e2 f3e2,702,80,95,181,crushing hangingPiece long middlegame,https://lichess.org/TVcWsH44/black#54,,
AWXbk,rnb1k2r/ppp2ppp/5n2/q7/1b6/2N1BN2/PPPQ1PPP/2KR1B1R b kq - 7 9,b4c3 d2d8,638,100,98,541,mate mateIn1 oneMove opening,https://lichess.org/N9DBUIm0/black#18,Scandinavian_Defense Scandinavian_Defense_Anderssen_Counterattack,
AWlf6,3r1rk1/1bq1bppp/pp2p3/4P1N1/Pnp1NPPQ/3B3P/1PP5/3R1RK1 b - - 1 24,e7g5 e4f6 g7f6 h4h7,2033,79,87,254,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/a5r6CI9n/black#48,,
AXAtR,5rk1/5ppp/p2Q4/n4N2/4P1PP/1q6/8/1K1R3R w - - 0 30,b1c1 f8c8 c1d2 a5c4,1957,79,94,10258,crushing middlegame short,https://lichess.org/l6mcXVRO#59,,
AY7q9,r4rk1/5ppp/p2Rp3/8/2p1bP2/2P1B2P/PP4P1/4R1K1 b - - 0 20,f8d8 d6d8 a8d8 e3b6 d8d6 e1e4 d6b6 e4c4,1868,76,91,2847,advantage discoveredAttack endgame veryLong,https://lichess.org/47ejlBeh/black#40,,
AZ1Aj,1q6/6bk/3p2pp/3Pp3/1p3p2/1PNQ3P/1P3PP1/6K1 w - - 0 32,d3b5 b4c3 b5b8 c3b2 b8b5 b2b1q,2058,92,91,455,advancedPawn crushing endgame long promotion sacrifice,https://lichess.org/hEj01aFK#63,,
AZap3,3RQ3/5r1k/p1p5/6pK/8/1PN3Pq/1P3P2/8 w - - 2 40,h5g5 f7f5,1754,81,90,2758,endgame killBoxMate master mate mateIn1 oneMove,https://lichess.org/JpvbABh4#79,,
AZtBC,8/8/8/7k/8/3K1P1p/r7/6R1 w - - 0 65,d3e3 h3h2 g1h1 h5h4,1865,74,85,180,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/cjhjs1kp#129,,
AaCgQ,2r3k1/r5b1/1q1pNpPp/3PpP1P/1p2P3/1Rp5/P1K1Q3/R7 w - - 1 37,a2a4 c8a8 b3c3 b4c3,1967,76,92,1260,crushing middlegame quietMove short,https://lichess.org/xdw2Pgtl#73,,
Aac6H,r4rk1/pQp1q1pp/4b3/4P3/P1pPp1n1/8/1P1N2PP/R1B2R1K w - - 1 17,d2e4 f8f1,1185,77,93,245,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DeiqQFuI#33,Latvian_Gambit Latvian_Gambit_Mason_Countergambit,
AbV6z,8/8/1Pp1p3/2Pp1p2/3P3k/3KP3/q2n2Q1/8 w - - 12 48,g2d2 a2c4,1439,80,93,923,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/HrmCJb9W#95,,
Ac8Ei,r5k1/1R3pp1/p5p1/P1rp4/2n1p3/1N2P2P/5PPK/R7 b - - 8 35,c4d6 b3c5 d6b7 c5b7,971,76,67,105,crushing endgame short,https://lichess.org/6hQ9w3ql/black#70,,
AcELj,2r3k1/4q1b1/2r1p1Pp/p2p1P2/3P2p1/P1PQ4/4N3/1R3RK1 w - - 1 29,e2g3 c6c3 d3c3 c8c3 b1b8 g7f8,1344,79,93,5953,crushing defensiveMove long middlegame,https://lichess.org/M2eOIbuj#57,,
AcMpa,6r1/p4k2/1p1Pp3/8/2P5/2P2pPr/P7/1R2R1K1 w - - 0 38,d6d7 g8g3 g1f2 g3g2 f2e3 f3f2,1317,81,93,2627,advancedPawn crushing discoveredAttack discoveredCheck endgame exposedKing long rookEndgame,https://lichess.org/mtnoGag1#75,,
